operator,geometry
dpd,POINT (21.40973 50.94744)
dpd,POINT (18.12537 50.42378)
dpd,POINT (21.89072 52.80029)
fedex,POINT (20.705463 52.135273)
fedex,POINT (20.719789 51.508195)
fedex,POINT (18.605343 53.185088)
fedex,POINT (20.931114 52.295452)
fedex,POINT (19.019304 50.261643)
fedex,POINT (20.006298 51.534992)
fedex,POINT (15.243238 52.727052)
fedex,POINT (19.103238 50.825803)
fedex,POINT (17.925409 50.664834)
fedex,POINT (18.194617 50.34125)
fedex,POINT (22.62301 51.778082)
fedex,POINT (20.641177 50.865749)
fedex,POINT (17.024105 54.46484599999999)
fedex,POINT (21.732804 50.683967)
fedex,POINT (15.495352 51.938177)
fedex,POINT (18.968628 50.274188)
fedex,POINT (21.037645 52.25487)
fedex,POINT (22.61 51.46347)
fedex,POINT (18.676407 53.023004)
fedex,POINT (21.579768 51.356253)
fedex,POINT (17.059312 51.112575)
fedex,POINT (17.356632 53.667623)
fedex,POINT (21.031225 52.236381)
fedex,POINT (21.435898 50.05365)
fedex,POINT (14.584884 53.495803)
fedex,POINT (18.396196 54.568464)
fedex,POINT (22.066914 51.189187)
fedex,POINT (21.206588 51.018155)
fedex,POINT (16.498732 50.840245)
fedex,POINT (14.55222 53.419367)
fedex,POINT (18.789361 52.87900500000001)
fedex,POINT (20.077433 49.675148)
fedex,POINT (20.956705 49.4142)
fedex,POINT (21.707246 50.069761)
fedex,POINT (18.875791 50.289181)
fedex,POINT (22.421578 50.252937)
fedex,POINT (20.150036 51.966885)
fedex,POINT (16.765847 52.44022)
fedex,POINT (20.002929 51.523476)
fedex,POINT (20.63238 50.853589)
fedex,POINT (20.655996 52.8814)
fedex,POINT (22.307853 50.160559)
fedex,POINT (20.6559 50.890725)
fedex,POINT (18.261346 52.238462)
fedex,POINT (21.757754 50.682065)
fedex,POINT (21.14419 51.421485)
fedex,POINT (18.637791 54.260238)
fedex,POINT (18.1907 50.341786)
fedex,POINT (17.612541 52.560799)
fedex,POINT (20.304078 50.639816)
fedex,POINT (20.956568 50.001065)
fedex,POINT (15.531383 52.253242)
fedex,POINT (19.118185 50.290665)
fedex,POINT (21.549929 51.58693)
fedex,POINT (20.717049 50.47038)
fedex,POINT (16.0118 53.53368199999999)
fedex,POINT (20.286683 50.642941)
fedex,POINT (19.37654 51.361743)
fedex,POINT (21.013702 52.19804600000001)
fedex,POINT (16.5097 50.589661)
fedex,POINT (23.264335 50.726403)
fedex,POINT (21.4476 51.47792800000001)
fedex,POINT (19.092304 50.093234)
fedex,POINT (20.862485 51.227232)
fedex,POINT (22.286854 52.166609)
fedex,POINT (22.774594 49.7818)
fedex,POINT (23.25188 50.739895)
fedex,POINT (21.065144 52.13059000000001)
fedex,POINT (19.132639 50.322099)
fedex,POINT (19.675698 52.52466)
fedex,POINT (19.495261 51.765326)
fedex,POINT (22.220512 50.931147)
fedex,POINT (17.580887 50.320923)
fedex,POINT (18.878557 50.392051)
fedex,POINT (21.420303 50.286849)
fedex,POINT (19.926192 50.049352)
fedex,POINT (22.375158 53.81424200000001)
fedex,POINT (23.135654 53.134218)
fedex,POINT (19.15147 50.290142)
fedex,POINT (20.646247 50.881133)
fedex,POINT (20.635874 50.875746)
fedex,POINT (18.936532 51.60092)
fedex,POINT (20.022863 50.357014)
fedex,POINT (20.981587 52.230266)
fedex,POINT (20.620233 50.867776)
fedex,POINT (21.650095 51.159337)
fedex,POINT (22.608853 51.463273)
fedex,POINT (20.603718 49.972653)
fedex,POINT (21.422347 50.801681)
fedex,POINT (19.461805 51.72955200000001)
fedex,POINT (22.783132 49.791141)
fedex,POINT (19.11986 50.808539)
fedex,POINT (21.045493 52.15011)
fedex,POINT (19.050926 49.825276)
fedex,POINT (23.168643 53.132827)
fedex,POINT (21.575232 53.081681)
fedex,POINT (21.202524 50.891285)
fedex,POINT (16.482946 50.840019)
fedex,POINT (19.19761 52.06059)
fedex,POINT (16.485049 50.841837)
fedex,POINT (17.561772 52.324099)
fedex,POINT (18.24334 52.780799)
fedex,POINT (21.126285 51.374702)
fedex,POINT (20.73437 52.0172)
fedex,POINT (23.175026 53.140675)
fedex,POINT (22.055589 50.570412)
fedex,POINT (23.151806 53.137649)
fedex,POINT (18.168072 53.154152)
fedex,POINT (23.168519 53.125258)
fedex,POINT (20.869556 52.194401)
fedex,POINT (18.543138 50.094059)
fedex,POINT (19.37476 52.24475200000001)
fedex,POINT (21.380728 50.948395)
fedex,POINT (19.050547 49.802704)
fedex,POINT (18.976109 50.277118)
fedex,POINT (15.232199 52.740385)
fedex,POINT (18.641574 49.747118)
inpost,POINT (20.64683 50.86602)
inpost,POINT (20.45286 50.69981)
inpost,POINT (20.633127 50.877924)
inpost,POINT (20.8809265 52.2980585)
inpost,POINT (20.9354210225633 52.238697341341)
inpost,POINT (21.0605521 52.129681)
inpost,POINT (19.20773 51.75142)
inpost,POINT (16.7334 50.50568)
inpost,POINT (19.9060707201117 53.0659312281544)
inpost,POINT (16.68235 53.72255)
inpost,POINT (17.84925 51.76730999999999)
inpost,POINT (18.12045 51.77693)
inpost,POINT (19.4434974 50.4919818)
inpost,POINT (15.20567 52.72554)
inpost,POINT (18.81557 53.48805)
inpost,POINT (20.63679 50.87203)
inpost,POINT (22.8109626258192 53.4043299699843)
inpost,POINT (18.45517 53.49405)
inpost,POINT (20.66596 50.89514)
inpost,POINT (19.30487 51.81909)
inpost,POINT (21.99663 49.65793)
inpost,POINT (20.6398 49.60017)
inpost,POINT (21.11854 52.02476)
inpost,POINT (21.16506 52.20885999999999)
inpost,POINT (15.23751 52.75809)
inpost,POINT (18.77513 53.50268000000001)
inpost,POINT (18.81392 53.50521999999999)
inpost,POINT (15.25301 52.74575)
inpost,POINT (18.732628 53.46223199999999)
inpost,POINT (19.37 51.35392)
inpost,POINT (19.36772 51.36838)
inpost,POINT (22.5440794747565 51.2083331794349)
inpost,POINT (18.72033 50.26704)
inpost,POINT (18.66345 50.29329)
inpost,POINT (16.1117218 52.118275)
inpost,POINT (22.5977473439618 51.2487151629269)
inpost,POINT (21.2125768760077 52.1607245670069)
inpost,POINT (21.19576 51.38176)
inpost,POINT (20.81343 52.16187)
inpost,POINT (21.1922054898003 52.2480142899765)
inpost,POINT (20.9717223804071 52.2373578928755)
inpost,POINT (20.9048413716707 52.2464103078912)
inpost,POINT (21.37679 51.85333)
inpost,POINT (18.63144 50.34043)
inpost,POINT (20.62298 52.18911)
inpost,POINT (17.04244 54.45443)
inpost,POINT (17.0452 54.46035999999999)
inpost,POINT (21.17043 51.3903)
inpost,POINT (20.99507 50.02405)
inpost,POINT (22.14733 50.98677)
inpost,POINT (19.95978013 50.85663293)
inpost,POINT (21.14189 51.40545)
inpost,POINT (18.44593 54.06959000000001)
inpost,POINT (17.98017 53.79678000000001)
inpost,POINT (19.35616 51.36942)
inpost,POINT (18.65602 50.27791)
inpost,POINT (17.96638 54.57903)
inpost,POINT (19.36027 51.35076)
inpost,POINT (16.7465 51.70242)
inpost,POINT (21.47469 51.08518)
inpost,POINT (18.61416 50.35608)
inpost,POINT (16.63899 51.33471)
inpost,POINT (21.1540294072535 52.22343139450361)
inpost,POINT (18.08171 53.35605)
inpost,POINT (20.9277 50.01217)
inpost,POINT (20.61309 52.19598)
inpost,POINT (15.41506 53.1674)
inpost,POINT (20.91741 50.01284)
inpost,POINT (18.7694 53.50018000000001)
inpost,POINT (18.95726 50.28959)
inpost,POINT (15.4155 51.0255)
inpost,POINT (21.65751 50.50999)
inpost,POINT (18.33409 50.02428)
inpost,POINT (15.54655 51.56805)
inpost,POINT (20.87481 51.86232)
inpost,POINT (18.73845 53.4736)
inpost,POINT (18.93687 50.26439)
inpost,POINT (18.33036 50.01436)
inpost,POINT (18.94295 50.30671)
inpost,POINT (18.94257 50.29447)
inpost,POINT (22.00262 50.03644)
inpost,POINT (18.76944 53.4625)
inpost,POINT (20.89253 51.86292)
inpost,POINT (15.26158 52.76363000000001)
inpost,POINT (17.91927 52.95146)
inpost,POINT (18.7545 53.48414)
inpost,POINT (22.88679 50.01896)
inpost,POINT (18.22506 51.51586)
inpost,POINT (20.77644 52.08221)
inpost,POINT (17.55444 50.53552)
inpost,POINT (19.38668 51.73712)
inpost,POINT (17.56202 50.5375)
inpost,POINT (18.76113 53.48656)
inpost,POINT (20.87887 51.87099)
inpost,POINT (15.40251 53.7698)
inpost,POINT (18.0164 52.50808000000001)
inpost,POINT (15.24356 52.74175)
inpost,POINT (17.08245 53.337)
inpost,POINT (21.27434 50.42876)
inpost,POINT (18.65456 50.32303)
inpost,POINT (18.21332 50.10404)
inpost,POINT (15.23258 52.74098000000001)
inpost,POINT (18.6377 50.33893)
inpost,POINT (18.64607 50.29831)
inpost,POINT (18.21095 50.09072)
inpost,POINT (17.00389 54.4819)
inpost,POINT (18.23581 50.08658)
inpost,POINT (18.4764524 50.10448529999999)
inpost,POINT (18.47198 50.66588)
inpost,POINT (15.70825448147 51.84547767102921)
inpost,POINT (18.67459 50.29643)
inpost,POINT (21.53114 52.61663000000001)
inpost,POINT (18.21666 50.09459)
inpost,POINT (21.44219 51.46928)
inpost,POINT (15.25057 52.72255)
inpost,POINT (17.074 52.34849000000001)
inpost,POINT (18.93646 50.05518)
inpost,POINT (20.45996 50.88538)
inpost,POINT (20.28892 50.64959)
inpost,POINT (17.46282 51.36799)
inpost,POINT (21.1785 51.41124)
inpost,POINT (18.19953 50.084)
inpost,POINT (17.02605 54.47603)
inpost,POINT (18.66425 50.32063)
inpost,POINT (18.22901 50.09486)
inpost,POINT (15.4206 54.16013)
inpost,POINT (19.93177 49.83219)
inpost,POINT (18.78156 53.09811999999999)
inpost,POINT (18.19308 50.08078)
inpost,POINT (18.68923 50.29867)
inpost,POINT (22.50856 52.91423)
inpost,POINT (17.000538 54.47535500000001)
inpost,POINT (18.57065 49.9496)
inpost,POINT (18.55733 49.94217)
inpost,POINT (18.93026 49.89644000000001)
inpost,POINT (16.9440231323242 52.3903617858887)
inpost,POINT (17.0233087 52.40781920000001)
inpost,POINT (16.92716 52.40992)
inpost,POINT (14.79882 52.19391)
inpost,POINT (21.28016 52.36442)
inpost,POINT (16.71338 54.49295)
inpost,POINT (16.8975215 52.4138145)
inpost,POINT (15.33578 53.46782)
inpost,POINT (18.59101 49.94911)
inpost,POINT (17.0148 54.46329)
inpost,POINT (18.60689 49.95195)
inpost,POINT (18.6261 50.34282)
inpost,POINT (16.94945 52.3976)
inpost,POINT (16.97368 52.39024000000001)
inpost,POINT (18.86206 50.35485)
inpost,POINT (19.1222884 50.8244939)
inpost,POINT (17.00267 52.38981)
inpost,POINT (21.39321 52.0586)
inpost,POINT (19.12098 50.83083)
inpost,POINT (16.9257920322468 52.45125353143349)
inpost,POINT (16.8578881384325 52.4253428470452)
inpost,POINT (16.92223 52.39383)
inpost,POINT (20.08501 49.97837)
inpost,POINT (18.7254 50.29332)
inpost,POINT (16.83116 52.38347)
inpost,POINT (16.9236 52.41047)
inpost,POINT (21.13205 51.37194)
inpost,POINT (18.22396 50.53326)
inpost,POINT (16.87191 52.34568)
inpost,POINT (22.01195 49.71754)
inpost,POINT (21.4221843 50.0472823)
inpost,POINT (18.80355 52.88826)
inpost,POINT (21.16209 51.39994)
inpost,POINT (18.3693 54.34941)
inpost,POINT (21.4001244 50.0428761)
inpost,POINT (16.47736 53.27417)
inpost,POINT (22.88885 52.31492)
inpost,POINT (21.43121 50.05508)
inpost,POINT (18.93925 50.27155)
inpost,POINT (18.57171 49.96282)
inpost,POINT (16.93101 52.11414)
inpost,POINT (15.95948 54.01167)
inpost,POINT (16.89496 52.34686)
inpost,POINT (18.29415 50.50974)
inpost,POINT (19.3407 52.22150999999999)
inpost,POINT (19.45514 52.43073)
inpost,POINT (16.91988 52.99763000000001)
inpost,POINT (18.95562 50.29490999999999)
inpost,POINT (18.77129 53.49425)
inpost,POINT (18.92283 50.30394)
inpost,POINT (18.94502 50.30188)
inpost,POINT (18.96565 50.29003)
inpost,POINT (19.58963 53.6056)
inpost,POINT (15.63151 53.63839)
inpost,POINT (20.42024 49.98325)
inpost,POINT (20.42945 49.97055)
inpost,POINT (20.42629 52.05383)
inpost,POINT (20.03319 51.53905)
inpost,POINT (22.5072 54.03241)
inpost,POINT (19.4119 51.75186)
inpost,POINT (21.8557 50.88479)
inpost,POINT (22.43857 52.08985999999999)
inpost,POINT (20.41802 52.19837)
inpost,POINT (20.01784 51.5239)
inpost,POINT (19.41349 51.74966)
inpost,POINT (21.0816 51.90206)
inpost,POINT (18.67351 50.67068)
inpost,POINT (20.85684 51.11595)
inpost,POINT (18.70523 50.67051)
inpost,POINT (19.39534 51.90638)
inpost,POINT (19.14536 49.97469)
inpost,POINT (20.73207 52.39145)
inpost,POINT (20.00312 51.52372)
inpost,POINT (20.01481 51.54658)
inpost,POINT (15.98305 52.11416)
inpost,POINT (20.01719 51.52333)
inpost,POINT (21.4695 49.74339000000001)
inpost,POINT (15.71508 52.7671)
inpost,POINT (21.45246 49.72655)
inpost,POINT (22.45698 50.23327)
inpost,POINT (17.06688 53.9038)
inpost,POINT (21.1747 51.40717)
inpost,POINT (19.47166 51.77345)
inpost,POINT (17.1583 51.1688)
inpost,POINT (16.82718 53.42143000000001)
inpost,POINT (21.24123 51.43199)
inpost,POINT (18.60518 50.50633)
inpost,POINT (15.53608 52.24183)
inpost,POINT (21.63411 49.70768)
inpost,POINT (14.55352 53.54259)
inpost,POINT (19.5751695 49.738307)
inpost,POINT (18.50741 52.01762)
inpost,POINT (17.37321 51.20464)
inpost,POINT (19.16294 52.4062)
inpost,POINT (18.57507 49.95546)
inpost,POINT (20.71383 52.7385)
inpost,POINT (18.56334 49.94673)
inpost,POINT (20.92391 52.19362)
inpost,POINT (22.2043901 49.5559086)
inpost,POINT (19.4012439 53.25045279999999)
inpost,POINT (19.40726 53.24504)
inpost,POINT (20.6179257 49.9700699)
inpost,POINT (20.6044722 49.9640099)
inpost,POINT (16.49389 51.21668)
inpost,POINT (21.08347 50.77337)
inpost,POINT (18.17729 52.37098)
inpost,POINT (20.62777 52.88806)
inpost,POINT (17.57779 53.69795)
inpost,POINT (17.57715 53.70603000000001)
inpost,POINT (16.1688 51.5978)
inpost,POINT (19.58217 50.13357)
inpost,POINT (20.97597 50.01382)
inpost,POINT (17.56771 53.69849)
inpost,POINT (19.38968 51.85485)
inpost,POINT (15.2186105 52.9951494)
inpost,POINT (15.20321 52.99653000000001)
inpost,POINT (20.63541 52.06923)
inpost,POINT (18.6187 49.95841)
inpost,POINT (19.27322 49.94602)
inpost,POINT (21.68809 52.53194000000001)
inpost,POINT (21.68994 52.53066)
inpost,POINT (18.60804 49.95601)
inpost,POINT (17.55375 53.69548)
inpost,POINT (20.29857 49.99369)
inpost,POINT (14.92663 54.05772)
inpost,POINT (19.5289 50.39534)
inpost,POINT (20.5806569 52.2577391)
inpost,POINT (16.5826965 51.8463217)
inpost,POINT (18.50091 49.97638)
inpost,POINT (19.94575 50.00695)
inpost,POINT (19.95562 50.08676)
inpost,POINT (21.09751 52.86611)
inpost,POINT (19.94067 50.05151)
inpost,POINT (19.94619 50.05589000000001)
inpost,POINT (19.92058 50.03128)
inpost,POINT (19.9861969 50.0188086)
inpost,POINT (20.020367 50.0983803)
inpost,POINT (21.03925 52.1031)
inpost,POINT (17.34976 51.03885)
inpost,POINT (18.52718 53.99673000000001)
inpost,POINT (17.34285 51.03326)
inpost,POINT (19.99228 50.04146)
inpost,POINT (19.95094 50.01292)
inpost,POINT (19.96319 50.10106)
inpost,POINT (15.7017926 51.8034194)
inpost,POINT (20.30723 53.82649)
inpost,POINT (19.97567 50.01712)
inpost,POINT (19.93067 50.04892)
inpost,POINT (22.61456 52.07235)
inpost,POINT (15.56047 52.4413)
inpost,POINT (20.598 49.96665)
inpost,POINT (15.90359 51.93164)
inpost,POINT (18.7288194881339 53.4651648348285)
inpost,POINT (19.46264 51.72874)
inpost,POINT (21.85139 52.82578)
inpost,POINT (21.14981 51.42933)
inpost,POINT (18.75024 53.49321)
inpost,POINT (18.7134516 53.4523846)
inpost,POINT (19.47311 51.7964)
inpost,POINT (16.85712 52.28747)
inpost,POINT (17.172777 50.6458279)
inpost,POINT (19.06698 49.93326)
inpost,POINT (22.22691 50.78449000000001)
inpost,POINT (19.04841 49.93776)
inpost,POINT (18.21333 50.68221)
inpost,POINT (19.37326 51.35325)
inpost,POINT (15.73454 51.68653)
inpost,POINT (15.73162 51.69211)
inpost,POINT (21.15736 53.03417)
inpost,POINT (17.20116 52.7989)
inpost,POINT (17.3144 51.05198)
inpost,POINT (21.3144211 50.1115225)
inpost,POINT (17.18408 52.79624)
inpost,POINT (21.96705 51.96141)
inpost,POINT (18.47549 50.60936)
inpost,POINT (18.51159 53.79078000000001)
inpost,POINT (21.58836 53.05174)
inpost,POINT (17.21425 52.81271)
inpost,POINT (19.4511 51.79375)
inpost,POINT (17.18113 52.8094)
inpost,POINT (20.0290834 49.4826352)
inpost,POINT (16.97369 52.51414)
inpost,POINT (18.0695043650148 51.7500403174827)
inpost,POINT (18.98214 51.6075)
inpost,POINT (17.33822 51.03420999999999)
inpost,POINT (23.07904 53.0691)
inpost,POINT (21.59941 53.08011)
inpost,POINT (17.49274 52.75578)
inpost,POINT (17.48807 52.74921999999999)
inpost,POINT (17.32391 51.02403)
inpost,POINT (21.58195 53.07256)
inpost,POINT (21.61751 53.05752)
inpost,POINT (21.60139 53.08367)
inpost,POINT (16.1215232506436 52.3204843321135)
inpost,POINT (18.0897 51.7634)
inpost,POINT (18.07909 51.75346)
inpost,POINT (16.1427561 52.3152673)
inpost,POINT (18.40268 50.03975)
inpost,POINT (17.34188 51.03545)
inpost,POINT (21.98007 50.43881)
inpost,POINT (23.30638 50.7155)
inpost,POINT (20.57602 50.16866)
inpost,POINT (21.15303 50.55154)
inpost,POINT (21.16559 50.56319000000001)
inpost,POINT (19.32409 49.80465)
inpost,POINT (19.96747 50.12359)
inpost,POINT (18.7587 50.10125)
inpost,POINT (21.28186 50.96333)
inpost,POINT (20.95863 51.61627)
inpost,POINT (17.60902 52.5387)
inpost,POINT (23.29502 50.70162)
inpost,POINT (17.33668 51.03084)
inpost,POINT (18.77551 50.1544)
inpost,POINT (19.35259 49.86255999999999)
inpost,POINT (19.59713 51.22049000000001)
inpost,POINT (21.425647 50.798325)
inpost,POINT (18.59975 51.03836)
inpost,POINT (23.4631 51.12915)
inpost,POINT (19.02117 50.30018)
inpost,POINT (23.49043 51.12699)
inpost,POINT (21.4212 50.80794)
inpost,POINT (16.06734 51.87936)
inpost,POINT (16.66154 50.45061)
inpost,POINT (17.00709 53.09721)
inpost,POINT (22.61735 52.35187)
inpost,POINT (17.28377 50.95063)
inpost,POINT (17.29249 50.94791)
inpost,POINT (17.39044 50.3196)
inpost,POINT (17.30252 50.94382)
inpost,POINT (19.73435 49.68833)
inpost,POINT (21.5806 52.18442)
inpost,POINT (20.37156 49.74173)
inpost,POINT (18.40002 49.95665)
inpost,POINT (17.30249 50.93425999999999)
inpost,POINT (18.38607 50.14062)
inpost,POINT (19.6798316 51.4096103)
inpost,POINT (19.68573 51.41028)
inpost,POINT (16.58443 52.51577)
inpost,POINT (19.56386 51.82733)
inpost,POINT (19.39268 51.67153)
inpost,POINT (19.43524 49.99564)
inpost,POINT (16.45813 53.03596)
inpost,POINT (19.66137 54.07326999999999)
inpost,POINT (19.41194 50.09173)
inpost,POINT (16.46799 53.05282)
inpost,POINT (20.41926 52.20091)
inpost,POINT (17.97801 50.48583)
inpost,POINT (17.9766 50.48657)
inpost,POINT (21.78509 49.6325)
inpost,POINT (20.99379576 52.08993273)
inpost,POINT (21.1224 49.92565)
inpost,POINT (16.92726 52.45904)
inpost,POINT (15.77826 52.48043000000001)
inpost,POINT (16.9516 52.43366999999999)
inpost,POINT (14.5548409 53.46219720000001)
inpost,POINT (18.26141 52.78771)
inpost,POINT (16.98259 52.38673)
inpost,POINT (19.87963 49.56499)
inpost,POINT (16.62138 50.68919)
inpost,POINT (18.93592 53.73331999999999)
inpost,POINT (18.93397 53.72805)
inpost,POINT (18.25462 52.79985)
inpost,POINT (18.92385 53.72532)
inpost,POINT (18.2662 52.7949)
inpost,POINT (17.12496 51.76582)
inpost,POINT (18.25131 52.77289)
inpost,POINT (16.81383 50.5946)
inpost,POINT (14.96069 51.7813)
inpost,POINT (14.971 51.79052)
inpost,POINT (16.6241 50.9713)
inpost,POINT (20.01246 50.20271)
inpost,POINT (16.9905 50.88298)
inpost,POINT (18.12753 50.4233)
inpost,POINT (16.09501 53.76959)
inpost,POINT (16.3617 51.6883)
inpost,POINT (20.80473 52.09118)
inpost,POINT (17.4903005982374 52.99157128771279)
inpost,POINT (16.92752 52.43531)
inpost,POINT (22.6858 50.01491)
inpost,POINT (22.6764 50.0069)
inpost,POINT (17.98684 50.66445)
inpost,POINT (16.6718862 51.781157)
inpost,POINT (16.12486 52.11146)
inpost,POINT (20.29482 50.64357)
inpost,POINT (20.28691 50.64338)
inpost,POINT (15.55232 51.26406)
inpost,POINT (15.53472 51.2646)
inpost,POINT (15.56674 51.27059000000001)
inpost,POINT (15.80686 53.53238)
inpost,POINT (20.26898 52.37991)
inpost,POINT (15.55673 51.25599)
inpost,POINT (18.09137 53.42027)
inpost,POINT (23.10334 53.12686)
inpost,POINT (17.86301 50.35462)
inpost,POINT (14.57982 53.45893)
inpost,POINT (22.29971 52.15407)
inpost,POINT (16.67969 50.21570999999999)
inpost,POINT (20.12611 51.94125)
inpost,POINT (18.41138 54.67544)
inpost,POINT (18.44513 50.72099)
inpost,POINT (18.41856 54.67546)
inpost,POINT (20.86779 52.34637)
inpost,POINT (22.32096 52.16222)
inpost,POINT (20.88187 52.34222)
inpost,POINT (18.8449854295246 50.1523206518682)
inpost,POINT (20.90304 52.32586)
inpost,POINT (14.56802 53.43913000000001)
inpost,POINT (23.08912 53.12989)
inpost,POINT (17.4392236 50.767042)
inpost,POINT (22.26696 52.18062)
inpost,POINT (14.5535692911155 53.4621632770725)
inpost,POINT (22.28986 52.1558)
inpost,POINT (19.88176 49.91935)
inpost,POINT (17.88391 53.12761999999999)
inpost,POINT (23.09334 53.12436)
inpost,POINT (21.6119 51.48319)
inpost,POINT (16.67096 53.72078)
inpost,POINT (16.67887 53.71681)
inpost,POINT (17.48906 54.48251999999999)
inpost,POINT (17.49926 51.97332)
inpost,POINT (17.81257 53.48969)
inpost,POINT (20.0521 50.56374)
inpost,POINT (16.69134 53.71078000000001)
inpost,POINT (20.61547 49.6007)
inpost,POINT (18.12262 50.42661)
inpost,POINT (16.91462 52.45026)
inpost,POINT (16.93655 52.42691)
inpost,POINT (16.99347 52.44875)
inpost,POINT (17.01712 52.36114)
inpost,POINT (16.9731 52.40979)
inpost,POINT (16.91823 52.34176)
inpost,POINT (16.90893 52.38664)
inpost,POINT (23.08863 53.15185)
inpost,POINT (18.62546 51.70975)
inpost,POINT (16.1979476164898 54.2057678760546)
inpost,POINT (17.9965538 53.1125066)
inpost,POINT (21.89221 52.80098)
inpost,POINT (21.34091 53.75091)
inpost,POINT (19.60981 52.36642)
inpost,POINT (20.92052 52.26077)
inpost,POINT (21.05866 52.13752)
inpost,POINT (21.05177 52.29212)
inpost,POINT (16.59827 51.84811)
inpost,POINT (17.27357 52.23922)
inpost,POINT (20.9971 52.24284)
inpost,POINT (20.75904 50.19081)
inpost,POINT (23.58172 52.7498)
inpost,POINT (23.5864 52.74113000000001)
inpost,POINT (21.09813 52.2383939)
inpost,POINT (21.1865923 52.1836321)
inpost,POINT (20.94733 52.17995999999999)
inpost,POINT (20.8948558551326 52.19347249882)
inpost,POINT (20.9879 52.24776)
inpost,POINT (20.96148 52.23801)
inpost,POINT (16.187 51.0596)
inpost,POINT (21.08157 52.15858)
inpost,POINT (21.0849426481838 52.2273562362957)
inpost,POINT (21.01448 52.19543)
inpost,POINT (20.99028 52.24062)
inpost,POINT (16.8214899 50.5883572)
inpost,POINT (20.95474 52.2833)
inpost,POINT (20.8323971 49.9543073)
inpost,POINT (19.78721 49.65675)
inpost,POINT (22.4476 51.0492)
inpost,POINT (20.12531 51.93924000000001)
inpost,POINT (16.17557 52.88844)
inpost,POINT (20.14326 51.94284)
inpost,POINT (22.27772 52.18029)
inpost,POINT (18.15532 50.05428)
inpost,POINT (20.1461 51.97284000000001)
inpost,POINT (21.50911 50.11533)
inpost,POINT (21.27482 50.19705)
inpost,POINT (18.1984 54.30138)
inpost,POINT (18.45891 50.00892)
inpost,POINT (20.81089 50.30371)
inpost,POINT (16.86869 52.39652)
inpost,POINT (20.79359 52.15288)
inpost,POINT (18.6153 51.14404)
inpost,POINT (16.92731 52.40572)
inpost,POINT (18.47408 50.00518)
inpost,POINT (14.40994 53.43825)
inpost,POINT (18.96954 50.6175)
inpost,POINT (16.94642 52.45565)
inpost,POINT (19.05729 50.58838)
inpost,POINT (14.44035 53.47543)
inpost,POINT (20.25088 49.39921)
inpost,POINT (21.72169 50.69592)
inpost,POINT (18.50266 49.97857)
inpost,POINT (18.85082 50.36717)
inpost,POINT (18.84843 50.36134000000001)
inpost,POINT (21.74672 50.66191)
inpost,POINT (18.87472 50.39864)
inpost,POINT (20.80211 52.16323)
inpost,POINT (18.88527 50.33769)
inpost,POINT (22.23297 52.17037)
inpost,POINT (22.29725 52.16659)
inpost,POINT (21.9434 49.788)
inpost,POINT (20.80631 52.15883)
inpost,POINT (19.08779 53.51781)
inpost,POINT (18.93957 50.33221)
inpost,POINT (19.08143 53.5252)
inpost,POINT (17.84267 51.38402)
inpost,POINT (18.93421 50.34018)
inpost,POINT (18.18236 50.4291)
inpost,POINT (17.83549 50.91458)
inpost,POINT (18.0450701 52.3828396)
inpost,POINT (16.84755 52.38172)
inpost,POINT (18.88562 50.33859)
inpost,POINT (22.61028 51.44909000000001)
inpost,POINT (16.975 52.39052)
inpost,POINT (16.57926 51.86383)
